Comunidades Autonomas;Naturaleza de la finca;Número e importe;Periodo;Total
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2021M12;1.730
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2021M11;2.411
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2021M10;2.135
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2021M09;2.193
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2021M08;1.741
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2021M07;2.130
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2021M06;2.033
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2021M05;2.058
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2021M04;1.674
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2021M03;1.898
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2021M02;1.749
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2021M01;1.740
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2020M12;1.613
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2020M11;1.674
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2020M10;1.802
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2020M09;1.793
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2020M08;1.377
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2020M07;1.270
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2020M06;1.654
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2020M05;1.317
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2020M04;1.170
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2020M03;1.402
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2020M02;2.306
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2020M01;2.520
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2019M12;1.296
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2019M11;1.721
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2019M10;1.429
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2019M09;1.114
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2019M08;1.069
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2019M07;1.904
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2019M06;2.029
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2019M05;2.487
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2019M04;1.414
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2019M03;1.539
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2019M02;1.596
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2019M01;1.610
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2018M12;1.133
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2018M11;1.525
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2018M10;1.586
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2018M09;1.576
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2018M08;1.508
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2018M07;1.520
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2018M06;1.764
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2018M05;1.519
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2018M04;1.446
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2018M03;1.590
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2018M02;1.440
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2018M01;1.624
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2017M12;1.041
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2017M11;1.293
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2017M10;1.407
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2017M09;1.621
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2017M08;1.493
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2017M07;1.434
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2017M06;1.568
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2017M05;1.648
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2017M04;1.364
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2017M03;1.533
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2017M02;1.433
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2017M01;1.469
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2016M12;1.129
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2016M11;1.343
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2016M10;1.385
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2016M09;1.343
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2016M08;1.160
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2016M07;1.117
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2016M06;1.413
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2016M05;1.649
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2016M04;1.367
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2016M03;1.194
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2016M02;1.571
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2016M01;1.672
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2015M12;1.000
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2015M11;1.112
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2015M10;1.292
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2015M09;1.328
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2015M08;1.272
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2015M07;1.415
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2015M06;1.234
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2015M05;1.527
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2015M04;1.111
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2015M03;1.337
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2015M02;1.211
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2015M01;1.457
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2014M12;931
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2014M11;941
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2014M10;1.011
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2014M09;1.550
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2014M08;1.438
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2014M07;1.157
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2014M06;1.083
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2014M05;1.265
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2014M04;1.009
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2014M03;1.794
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2014M02;1.194
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2014M01;1.499
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2013M12;941
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2013M11;864
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2013M10;1.081
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2013M09;1.025
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2013M08;972
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2013M07;1.297
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2013M06;1.058
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2013M05;1.472
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2013M04;1.105
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2013M03;1.356
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2013M02;2.228
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2013M01;2.116
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2012M12;1.359
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2012M11;1.728
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2012M10;1.514
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2012M09;1.801
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2012M08;1.814
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2012M07;2.101
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2012M06;2.214
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2012M05;2.606
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2012M04;2.117
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2012M03;2.719
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2012M02;2.791
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2012M01;2.799
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2011M12;2.682
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2011M11;2.496
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2011M10;1.886
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2011M09;2.828
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2011M08;3.281
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2011M07;2.507
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2011M06;3.366
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2011M05;3.035
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2011M04;2.761
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2011M03;3.784
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2011M02;4.584
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2011M01;4.474
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2010M12;3.462
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2010M11;4.747
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2010M10;3.483
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2010M09;4.979
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2010M08;4.770
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2010M07;4.626
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2010M06;5.037
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2010M05;5.533
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2010M04;4.108
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2010M03;4.583
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2010M02;5.321
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2010M01;6.192
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2009M12;5.040
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2009M11;4.392
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2009M10;5.496
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2009M09;5.898
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2009M08;4.213
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2009M07;5.643
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2009M06;5.840
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2009M05;5.202
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2009M04;4.920
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2009M03;5.724
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2009M02;5.034
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2009M01;5.675
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2008M12;5.018
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2008M11;4.424
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2008M10;7.374
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2008M09;5.857
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2008M08;5.635
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2008M07;6.574
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2008M06;5.720
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2008M05;5.764
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2008M04;5.837
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2008M03;6.840
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2008M02;6.294
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2008M01;6.745
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2007M12;5.664
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2007M11;6.782
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2007M10;6.095
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2007M09;5.896
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2007M08;6.921
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2007M07;6.543
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2007M06;7.137
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2007M05;7.926
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2007M04;6.478
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2007M03;7.528
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2007M02;6.876
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2007M01;7.699
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2006M12;5.701
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2006M11;6.876
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2006M10;6.379
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2006M09;7.387
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2006M08;6.104
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2006M07;5.555
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2006M06;7.177
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2006M05;7.794
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2006M04;6.485
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2006M03;7.540
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2006M02;6.781
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2006M01;7.494
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2005M12;5.540
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2005M11;6.709
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2005M10;5.572
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2005M09;6.591
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2005M08;5.651
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2005M07;5.031
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2005M06;5.693
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2005M05;5.765
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2005M04;5.906
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2005M03;6.321
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2005M02;5.668
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2005M01;6.138
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2004M12;5.063
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2004M11;5.002
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2004M10;4.936
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2004M09;5.043
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2004M08;5.615
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2004M07;4.715
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2004M06;5.853
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2004M05;5.750
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2004M04;6.638
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2004M03;5.926
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2004M02;6.207
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2004M01;6.619
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2003M12;4.644
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2003M11;5.583
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2003M10;6.318
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2003M09;5.514
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2003M08;4.731
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2003M07;5.810
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2003M06;4.881
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2003M05;5.643
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2003M04;4.811
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2003M03;5.428
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2003M02;5.229
07 Castilla y León;Total fincas urbanas;Número de hipotecas;2003M01;5.902
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2023M12;162.486
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2023M11;180.230
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2023M10;188.549
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2023M09;227.727
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2023M08;194.697
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2023M07;192.315
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2023M06;171.261
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2023M05;192.787
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2023M04;174.336
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2023M03;267.186
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2023M02;205.034
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2023M01;263.110
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2022M12;194.911
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2022M11;218.326
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2022M10;269.773
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2022M09;230.118
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2022M08;216.609
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2022M07;243.293
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2022M06;260.979
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2022M05;239.576
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2022M04;215.991
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2022M03;272.685
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2022M02;274.198
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2022M01;195.787
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2021M12;181.805
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2021M11;246.407
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2021M10;235.851
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2021M09;228.546
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2021M08;210.388
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2021M07;232.559
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2021M06;201.085
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2021M05;217.174
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2021M04;147.656
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2021M03;184.157
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2021M02;170.862
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2021M01;176.602
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2020M12;156.991
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2020M11;168.273
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2020M10;175.719
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2020M09;186.470
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2020M08;135.852
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2020M07;144.641
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2020M06;175.177
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2020M05;140.916
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2020M04;143.482
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2020M03;138.755
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2020M02;219.282
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2020M01;225.461
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2019M12;139.440
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2019M11;155.419
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2019M10;161.870
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2019M09;164.159
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2019M08;113.889
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2019M07;205.625
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2019M06;191.338
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2019M05;234.375
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2019M04;158.549
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2019M03;149.247
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2019M02;217.348
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2019M01;170.127
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2018M12;104.431
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2018M11;163.865
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2018M10;164.748
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2018M09;195.780
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2018M08;168.081
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2018M07;157.397
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2018M06;179.493
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2018M05;131.430
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2018M04;144.913
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2018M03;152.915
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2018M02;185.355
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2018M01;175.802
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2017M12;106.453
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2017M11;154.898
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2017M10;163.113
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2017M09;157.229
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2017M08;134.453
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2017M07;124.421
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2017M06;135.186
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2017M05;141.433
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2017M04;120.845
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2017M03;154.582
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2017M02;166.071
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2017M01;134.498
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2016M12;95.775
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2016M11;141.599
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2016M10;129.798
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2016M09;137.234
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2016M08;106.691
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2016M07;122.505
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2016M06;147.553
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2016M05;182.938
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2016M04;180.984
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2016M03;128.148
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2016M02;203.893
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2016M01;152.780
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2015M12;106.156
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2015M11;98.924
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2015M10;181.895
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2015M09;120.627
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2015M08;163.182
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2015M07;181.970
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2015M06;143.345
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2015M05;119.348
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2015M04;91.770
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2015M03;125.369
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2015M02;114.739
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2015M01;128.073
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2014M12;99.343
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2014M11;81.331
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2014M10;110.631
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2014M09;155.342
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2014M08;108.663
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2014M07;92.367
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2014M06;101.034
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2014M05;107.369
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2014M04;85.540
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2014M03;119.298
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2014M02;96.309
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2014M01;127.610
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2013M12;81.971
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2013M11;95.367
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2013M10;112.503
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2013M09;102.414
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2013M08;93.156
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2013M07;116.428
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2013M06;159.418
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2013M05;131.622
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2013M04;135.881
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2013M03;112.954
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2013M02;213.146
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2013M01;192.267
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2012M12;123.032
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2012M11;155.718
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2012M10;161.097
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2012M09;156.277
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2012M08;157.715
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2012M07;197.961
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2012M06;223.178
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2012M05;220.588
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2012M04;228.376
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2012M03;298.969
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2012M02;267.584
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2012M01;251.525
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2011M12;236.817
